market,1.0,2.0,3.0,4.0,5.0,date,long_short_return,long_only_return,long_short_nav,long_only_nav,top_quantile_turnover
us,0.1818266463955742,0.08071573107287901,0.06753062626998263,0.05000790571208392,0.023167004247809996,2025-05-31,-0.1586596421477642,0.023167004247809996,0.6915229461323384,0.9131745843179357,0.42010771992818674
us,0.1298072837328618,0.06221198458499377,0.030251375196469723,0.02502590390566061,0.016713272201262546,2025-06-30,-0.11309401153159925,0.016713272201262546,0.6133158420880823,0.9284367197129163,0.4028520499108734
us,0.10942719993499019,0.07224933765611587,0.06026776717394136,0.0536520835257237,0.03481667932867056,2025-07-31,-0.07461052060631962,0.03481667932867056,0.5675560278137871,0.9607618032601237,0.43274336283185844
us,0.11838755934378396,0.04520410731880644,0.05892967528955909,0.02455071737668615,0.008815187072818122,2025-08-31,-0.10957237227096583,0.008815187072818122,0.5053675674495441,0.9692310982882798,0.48506151142355014
us,0.032124479702219114,-0.00427877855623408,0.009545464128246188,0.0071505365217429204,-0.006416501580755043,2025-09-30,-0.03854098128297416,-0.006416501580755043,0.4858902054914491,0.9630120254139961,0.4354275741710296
us,-0.08597962707441822,-0.04631255102505352,-0.03563763252418724,0.0018650318503335218,0.008578840553239658,2025-10-31,0.09455846762765788,0.008578840553239658,0.5318352387580083,0.9712735520308752,0.39723661485319517
us,-0.04723963910100138,-0.005253499909097941,-0.008427653140155051,0.009405928028283737,0.0007861808490546179,2025-11-30,0.048025819950055997,0.0007861808490546179,0.5573770621776954,0.972037148696675,0.3721129170230967
us,0.09382785222258865,0.04168845448015831,0.04739783072014226,0.04288533225027781,0.03751123962484787,2025-12-31,-0.056316612597740776,0.03751123962484787,0.5259874740961673,1.0084994671056897,0.37977909940526766
us,-0.052283154564142016,-0.019628635149037524,-0.011382083091027756,0.011425042321474054,0.011438334804815646,2026-01-31,0.06372148936895766,0.011438334804815646,0.5595041793349912,1.0200350216609229,0.37436762225969644
us,-0.07000897520765052,-0.08265171365750694,-0.08790609044143152,-0.05794556503104689,-0.04806684573629831,2026-02-28,0.021942129471352212,-0.04806684573629831,0.5717808924777222,0.9710051556291256,0.42180896027049875
us,0.25762761665952716,0.0974908333258476,0.09197625608255615,0.07446187598789362,0.03397997760852345,2026-03-31,-0.2236476390510037,0.03397997760852345,0.44390344582060387,1.003999889075164,0.3961148648648649
us,0.1746150627254968,0.04659498275047002,0.04534575187315998,0.010659621004521539,0.0003707052014038227,2026-04-30,-0.17424435752409298,0.0003707052014038227,0.36655577510086174,1.0043720770562532,0.38991596638655457
us,0.02264664121894659,0.0010251415474528546,0.0076905612791980296,0.025356163517939064,0.03007639520824314,2026-05-31,0.007429753989296552,0.03007639520824314,0.36927919433321704,1.0345799685819212,0.4420963651732882
