symbol,date,bs_asset_accruals,fy_period
1966.HK,20230915,181622980000.0,FY2023H1
1967.HK,20260429,239244000.0,FY2025H2
1967.HK,20250918,229113000.0,FY2025H1
1967.HK,20250425,268527000.0,FY2024H2
1967.HK,20240912,313977000.0,FY2024H1
1967.HK,20240418,275761000.0,FY2023H2
1967.HK,20230915,295691000.0,FY2023H1
1968.HK,20260430,256331000.00000003,FY2025H2
1968.HK,20250929,265356000.0,FY2025H1
1968.HK,20250430,284334000.0,FY2024H2
1968.HK,20240927,282126000.0,FY2024H1
1968.HK,20240430,281259000.0,FY2023H2
1968.HK,20230926,290390000.0,FY2023H1
1969.HK,20251223,7134095000.0,FY2025H2
1969.HK,20250528,6925705000.0,FY2025H1
1969.HK,20241223,6462930000.0,FY2024H2
1969.HK,20240528,6232184000.0,FY2024H1
1969.HK,20231228,5668083000.0,FY2023H2
1969.HK,20230529,5476158000.0,FY2023H1
1970.HK,20260309,191542000.0,FY2025H2
1970.HK,20250801,205434000.0,FY2025H1
1970.HK,20250303,194483000.0,FY2024H2
1970.HK,20240802,193010000.0,FY2024H1
1970.HK,20240315,203246000.0,FY2023H2
1970.HK,20230809,194266000.0,FY2023H1
1971.HK,20260424,1300022000.0,FY2025H2
1971.HK,20250923,926402000.0,FY2025H1
1971.HK,20250424,922697000.0,FY2024H2
1971.HK,20240924,1030500000.0,FY2024H1
1971.HK,20240418,880689000.0,FY2023H2
1971.HK,20230925,1049671000.0,FY2023H1
1972.HK,20260408,328227000000.0,FY2025H2
1972.HK,20250901,328157000000.0,FY2025H1
1972.HK,20250408,333468000000.0,FY2024H2
1972.HK,20240902,332273000000.0,FY2024H1
1972.HK,20240403,333060000000.0,FY2023H2
1972.HK,20230904,326246000000.0,FY2023H1
1973.HK,20260429,12260606000.0,FY2025H2
1973.HK,20250930,11976064000.0,FY2025H1
1973.HK,20250430,12640344000.0,FY2024H2
1973.HK,20240930,13364967000.0,FY2024H1
1973.HK,20240430,15247477000.0,FY2023Q4
1973.HK,20230925,16777052000.0,FY2023Q2
1975.HK,20251024,238689000.0,FY2025H2
1975.HK,20250321,324099000.0,FY2025H1
1975.HK,20241025,315551000.0,FY2024H2
1975.HK,20240315,363841000.0,FY2024H1
1975.HK,20231027,393050000.0,FY2023H2
1975.HK,20230314,447527000.0,FY2023H1
1977.HK,20260421,4143769000.0,FY2025H2
1977.HK,20250918,4118001000.0,FY2025H1
1977.HK,20250423,4164095999.9999995,FY2024H2
1977.HK,20240919,4198051999.9999995,FY2024H1
1977.HK,20240425,4232926000.0000005,FY2023H2
1977.HK,20230920,3897176000.0,FY2023H1
1978.HK,20260428,556618000.0,FY2025H2
1978.HK,20250930,583941000.0,FY2025H1
1978.HK,20250429,641196000.0,FY2024H2
1978.HK,20240930,553752000.0,FY2024H1
1978.HK,20240426,611994000.0,FY2023H2
1978.HK,20230929,722345000.0,FY2023H1
1979.HK,20260427,5163399000.0,FY2025H2
1979.HK,20250925,4839758000.0,FY2025H1
1979.HK,20250428,5081547000.0,FY2024H2
1979.HK,20240926,3985739000.0,FY2024H1
1979.HK,20240425,4169076000.0,FY2023H2
1979.HK,20230925,3556447000.0,FY2023H1
1980.HK,20260427,2075295999.9999998,FY2025H2
1980.HK,20250929,2135773000.0000002,FY2025H1
1980.HK,20250429,2151821000.0,FY2024H2
1980.HK,20240924,2323102000.0,FY2024H1
1980.HK,20240429,2195032000.0,FY2023H2
1980.HK,20230922,2109733000.0000002,FY2023H1
1981.HK,20260428,2439976000.0,FY2025H2
1981.HK,20250929,2393988000.0,FY2025H1
1981.HK,20250428,2359357000.0,FY2024H2
1981.HK,20240926,2387774000.0,FY2024H1
1981.HK,20240429,2736153000.0,FY2023H2
1981.HK,20230927,2328904000.0,FY2023H1
1982.HK,20250731,4340790000.0,FY2025H2
1982.HK,20241224,4255863000.0000005,FY2025H1
1982.HK,20240726,3730699000.0,FY2024H2
1982.HK,20231222,3675674000.0,FY2024H1
1982.HK,20230725,3712074000.0,FY2023H2
1982.HK,20221223,4274514000.0,FY2023H1
1983.HK,20260327,-140017000.0,FY2025H2
1983.HK,20250903,-132693999.99999999,FY2025H1
1983.HK,20250402,-104095000.0,FY2024H2
1983.HK,20240827,-114648000.0,FY2024H1
1983.HK,20240327,-107262000.0,FY2023H2
1983.HK,20230824,-89368000.0,FY2023H1
1985.HK,20250729,560463000.0,FY2025H2
1985.HK,20241211,555001000.0,FY2025H1
1985.HK,20240715,357135000.0,FY2024H2
1985.HK,20231213,293729000.0,FY2024H1
1985.HK,20230713,268559000.0,FY2023H2
1985.HK,20221214,319784000.0,FY2023H1
1986.HK,20260422,3075118000.0,FY2025H2
1986.HK,20250911,2936992000.0,FY2025H1
1986.HK,20250417,3240660000.0,FY2024H2
1986.HK,20240827,3249316000.0,FY2024H1
1986.HK,20240409,3166255000.0,FY2023H2
1986.HK,20230830,2975649000.0,FY2023H1
1987.HK,20260423,43356752.0,FY2025H2
1987.HK,20250915,42839236.0,FY2025H1
1987.HK,20250428,42205641.0,FY2024H2
1987.HK,20240920,43506623.0,FY2024H1
1987.HK,20240429,38190752.0,FY2023H2
1987.HK,20230918,33978255.0,FY2023H1
1988.HK,20260427,-4193000000.0,FY2025H2
1988.HK,20250922,-4979000000.0,FY2025H1
1988.HK,20250422,-5260000000.0,FY2024H2
1988.HK,20240923,-5652000000.0,FY2024H1
1988.HK,20240426,-7002000000.0,FY2023H2
1988.HK,20230922,-6622000000.0,FY2023H1
1989.HK,20260312,6069291000.0,FY2025Q3
1989.HK,20250821,5696463314.04,FY2025H1
1989.HK,20250429,4957178118.39,FY2025Q1
1989.HK,20250331,5050685425.88,FY2024H2
1989.HK,20241029,4249497861.4,FY2024Q3
1989.HK,20240816,3773395336.83,FY2024H1
1989.HK,20240428,3278472383.0,FY2024Q1
1989.HK,20240313,3462950125.85,FY2023H2
1991.HK,20260601,598175000.0,FY2025H2
1991.HK,20250929,630704000.0,FY2025H1
1991.HK,20250428,528979000.00000006,FY2024H2
1991.HK,20241024,622597000.0,FY2024H1
1991.HK,20230921,765790000.0,FY2023H1
1992.HK,20240925,32133697000.0,FY2024H1
1992.HK,20240418,33743745000.000004,FY2023H2
1992.HK,20230914,33954466999.999996,FY2023H1
1993.HK,20260429,1432129000.0,FY2025H2
1993.HK,20250919,1604887000.0,FY2025H1
1993.HK,20250429,1838621000.0,FY2024H2
1993.HK,20240925,2347639000.0,FY2024H1
1993.HK,20240429,2510295000.0,FY2023H2
1993.HK,20230928,2843016000.0,FY2023H1
1995.HK,20260420,5372100000.0,FY2025H2
1995.HK,20250922,5583605000.0,FY2025H1
1995.HK,20250429,5110636000.0,FY2024H2
1995.HK,20240926,5084336000.0,FY2024H1
1995.HK,20240426,4999562000.0,FY2023H2
1995.HK,20231026,5273683000.0,FY2023H1
1996.HK,20260428,50118108000.0,FY2025H2
1996.HK,20250925,53479794000.0,FY2025H1
1996.HK,20250428,58763028000.0,FY2024H2
1996.HK,20240926,65123821000.0,FY2024H1
1996.HK,20240424,72152575000.0,FY2023H2
1996.HK,20230927,89808981000.0,FY2023H1
1997.HK,20260409,227662000000.0,FY2025H2
1997.HK,20250911,232847000000.0,FY2025H1
1997.HK,20250414,236764000000.0,FY2024H2
1997.HK,20240909,237970000000.0,FY2024H1
1997.HK,20240409,244198000000.0,FY2023H2
1997.HK,20230911,247640000000.0,FY2023H1
1999.HK,20250605,15358417000.0,FY2025H2
1999.HK,20241202,15966414000.0,FY2025H1
1999.HK,20240530,15766296000.0,FY2024H2
1999.HK,20231201,14897562000.0,FY2024H1
1999.HK,20230531,15086080000.0,FY2023H2
1999.HK,20221201,16315020000.0,FY2023H1
2000.HK,20260423,1491499000.0,FY2025H2
2000.HK,20250918,1730883000.0,FY2025H1
2000.HK,20250423,1560867000.0,FY2024H2
2000.HK,20240920,1668776000.0,FY2024H1
2000.HK,20240423,2075321000.0,FY2023H2
2000.HK,20230921,1734886000.0,FY2023H1
2001.HK,20251230,9229537000.0,FY2025H2
2001.HK,20250528,8834097000.0,FY2025H1
2001.HK,20241230,8886128000.0,FY2024H2
2001.HK,20240528,8220357000.0,FY2024H1
2001.HK,20231228,7635918000.0,FY2023H2
2001.HK,20230531,7634888000.0,FY2023H1
2002.HK,20260427,12223298000.0,FY2025H2
2002.HK,20250926,11606004000.0,FY2025H1
2002.HK,20250428,10923213000.0,FY2024H2
2002.HK,20240927,10682932000.0,FY2024H1
2002.HK,20240429,10533471000.0,FY2023H2
2002.HK,20230928,10891322000.0,FY2023H1
2003.HK,20260424,-1395803000.0,FY2025H2
2003.HK,20250919,-1636366000.0,FY2025H1
2003.HK,20250424,-1693418000.0,FY2024H2
2003.HK,20240920,-1390228000.0,FY2024H1
2003.HK,20240424,-896534000.0,FY2023H2
2003.HK,20230921,-1261303000.0,FY2023H1
2005.HK,20260421,11122536000.0,FY2025H2
2005.HK,20250915,11453811000.0,FY2025H1
2005.HK,20250416,11345978000.0,FY2024H2
2005.HK,20240912,10984146000.0,FY2024H1
2005.HK,20240418,10351128000.0,FY2023H2
2005.HK,20230914,9542323000.0,FY2023H1
2007.HK,20260427,806309000000.0,FY2025H2
2007.HK,20250925,903046000000.0,FY2025H1
2007.HK,20250428,1029481000000.0,FY2024H2
2007.HK,20250224,1202810000000.0,FY2024H1
2007.HK,20230926,1517414000000.0,FY2023H1
2008.HK,20260427,3959992000.0,FY2025H2
2008.HK,20250829,4012499000.0,FY2025H1
2008.HK,20250423,3822559000.0,FY2024H2
2008.HK,20240830,4957627000.0,FY2024H1
2008.HK,20240424,5141336000.0,FY2023H2
2008.HK,20230831,5653668000.0,FY2023H1
2009.HK,20260330,244494861509.49,FY2025H2
2009.HK,20251030,247008715127.889,FY2025Q3
2009.HK,20250827,251385928333.12003,FY2025H1
2009.HK,20250429,244602535362.11002,FY2025Q1
2009.HK,20250328,242510736542.449,FY2024H2
2009.HK,20241030,250761469150.38898,FY2024Q3
2009.HK,20240830,254118576489.0,FY2024H1
2009.HK,20240429,249831367216.74002,FY2024Q1
2009.HK,20240401,251661906496.51,FY2023H2
2009.HK,20231027,258248677937.63998,FY2023Q3
2009.HK,20230824,263150756082.72903,FY2023H1
2009.HK,20230427,258237160372.569,FY2023Q1
2011.HK,20260429,514970000.0,FY2025H2
2011.HK,20250929,476479000.0,FY2025H1
2011.HK,20250429,410308000.0,FY2024H2
2011.HK,20240927,270143000.0,FY2024H1
2011.HK,20240429,214771000.0,FY2023H2
2011.HK,20230926,217534000.0,FY2023H1
2012.HK,20260430,722771000.0,FY2025Q4
2012.HK,20251114,734249000.0,FY2025Q3
2012.HK,20250829,739843000.0,FY2025Q2
2012.HK,20250514,739093000.0,FY2025Q1
2012.HK,20250430,737208000.0,FY2024Q4
2012.HK,20241112,728702000.0,FY2024Q3
2012.HK,20240809,727714000.0,FY2024Q2
2012.HK,20240510,730815000.0,FY2024Q1
2012.HK,20240426,730762000.0,FY2023Q4
2012.HK,20231110,726937000.0,FY2023Q3
2012.HK,20230829,732359000.0,FY2023Q2
2012.HK,20230512,736104000.0,FY2023Q1
2013.HK,20260417,4805837000.0,FY2025H2
2013.HK,20250919,4966376000.0,FY2025H1
2013.HK,20250422,5071028000.0,FY2024H2
2013.HK,20240919,5520093000.0,FY2024H1
2013.HK,20240417,5464022000.0,FY2023H2
2013.HK,20230913,5242051000.0,FY2023H1
2015.HK,20260410,97603481000.0,FY2025Q4
2015.HK,20251126,102002689000.0,FY2025Q3
2015.HK,20250908,111495696000.0,FY2025Q2
2015.HK,20250529,108615869000.0,FY2025Q1
2015.HK,20250410,96448015000.0,FY2024Q4
2015.HK,20241031,77226963000.0,FY2024Q3
2015.HK,20240828,64325989000.0,FY2024Q2
2015.HK,20240520,64529608000.0,FY2024Q1
2015.HK,20240412,52137843000.0,FY2023Q4
2015.HK,20231109,47137159000.0,FY2023Q3
2015.HK,20230808,42383700000.0,FY2023Q2
2015.HK,20230510,50388534000.0,FY2023Q1
2016.HK,20260427,-869000000.0,FY2025H2
2016.HK,20251030,,FY2025Q3
2016.HK,20250923,-915000000.0,FY2025H1
2016.HK,20250429,,FY2025Q1
2016.HK,20250428,-996000000.0,FY2024H2
2016.HK,20241029,,FY2024Q3
2016.HK,20240923,-987000000.0,FY2024H1
2016.HK,20240429,,FY2024Q1
2016.HK,20240422,-865000000.0,FY2023H2
2016.HK,20231027,,FY2023Q3
2016.HK,20230920,-669000000.0,FY2023H1
2016.HK,20230425,,FY2023Q1
2017.HK,20260428,1987944000.0,FY2025H2
2017.HK,20250926,1926364000.0,FY2025H1
2017.HK,20250424,1884425000.0,FY2024H2
2017.HK,20240920,1902935000.0,FY2024H1
2017.HK,20240418,2066385000.0000002,FY2023H2
2017.HK,20230920,2047546000.0,FY2023H1
2018.HK,20260427,38027631000.0,FY2025H2
2018.HK,20250925,37038061000.0,FY2025H1
2018.HK,20250428,36999994000.0,FY2024H2
2018.HK,20240926,34124583000.0,FY2024H1
2018.HK,20240425,31810893000.0,FY2023H2
2018.HK,20230921,32017849000.0,FY2023H1
2019.HK,20240430,71897009000.0,FY2023H2
2019.HK,20230928,90321881000.0,FY2023H1
2020.HK,20260409,111440000000.0,FY2025H2
2020.HK,20250908,108579000000.0,FY2025H1
2020.HK,20250331,101225000000.0,FY2024H2
2020.HK,20240910,88073000000.0,FY2024H1
2020.HK,20240410,77000000000.0,FY2023H2
2020.HK,20230831,57857000000.0,FY2023H1
2022.HK,20260429,15734690.0,FY2025H2
2022.HK,20250925,13881569.0,FY2025H1
2022.HK,20250424,13727850.0,FY2024H2
2022.HK,20240926,11485392.0,FY2024H1
2022.HK,20240426,15702425.0,FY2023H2
2022.HK,20230927,18263495.0,FY2023H1
2023.HK,20260423,1885939000.0,FY2025H2
2023.HK,20250922,1613882000.0,FY2025H1
2023.HK,20250422,1662666000.0,FY2024H2
2023.HK,20240924,1400263000.0,FY2024H1
2023.HK,20240419,1357432000.0,FY2023H2
2023.HK,20230926,1199118000.0,FY2023H1
2025.HK,20260430,1826363000.0,FY2025H2
2025.HK,20250922,1812766000.0,FY2025H1
2025.HK,20250423,1812049000.0,FY2024H2
2025.HK,20240926,1710085000.0,FY2024H1
2025.HK,20240426,1618585000.0,FY2023H2
2025.HK,20230926,1597882000.0,FY2023H1
2026.HK,20260422,1519348000.0,FY2025Q4
2026.HK,20251125,801671000.0,FY2025Q3
2026.HK,20250812,672513000.0,FY2025Q2
2026.HK,20250520,593153000.0,FY2025Q1
2026.HK,20250425,496302000.0,FY2024Q4
2026.HK,20241127,351765000.0,FY2024Q2
2026.HK,20230913,306911000.0,FY2023Q2
2028.HK,20260427,123473000.0,FY2025H2
2028.HK,20250923,147233000.0,FY2025H1
2028.HK,20250428,181704000.0,FY2024H2
2028.HK,20240920,179170000.0,FY2024H1
2028.HK,20240426,216899000.0,FY2023H2
2028.HK,20230922,259170000.00000003,FY2023H1
2030.HK,20260326,1735907000.0,FY2025H2
2030.HK,20250820,1712895000.0,FY2025H1
2031.HK,20250729,149574000.0,FY2025H2
2031.HK,20241223,154053000.0,FY2025H1
2031.HK,20240730,148967000.0,FY2024H2
2031.HK,20231227,161531000.0,FY2024H1
2031.HK,20230728,148368000.0,FY2023H2
2031.HK,20221222,155652000.0,FY2023H1
2033.HK,20251027,1491362000.0,FY2025H2
2033.HK,20250325,1610423000.0,FY2025H1
2033.HK,20241030,1581639000.0,FY2024H2
2033.HK,20240326,1620625000.0,FY2024H1
2033.HK,20231026,1827392000.0,FY2023H2
2033.HK,20230328,1973980000.0,FY2023H1
2038.HK,20260416,2702227000.0,FY2025H2
2038.HK,20250918,3249045000.0,FY2025H1
2038.HK,20250416,2271672000.0,FY2024H2
2038.HK,20240919,2933907000.0,FY2024H1
2038.HK,20240418,2439488000.0,FY2023H2
2038.HK,20230914,3385794000.0,FY2023H1
2039.HK,20260326,142353158000.0,FY2025H2
2039.HK,20251030,147384854000.0,FY2025Q3
2039.HK,20250827,148418780000.0,FY2025H1
2039.HK,20250428,144693674000.0,FY2025Q1
2039.HK,20250327,154534791000.0,FY2024H2
2039.HK,20241029,154012194000.0,FY2024Q3
2039.HK,20240828,156036544000.0,FY2024H1
2039.HK,20240429,145933651000.0,FY2024Q1
2039.HK,20240327,140481707000.0,FY2023H2
2039.HK,20231030,135478128999.99998,FY2023Q3
2039.HK,20230829,134661236000.0,FY2023H1
2039.HK,20230427,127797450000.0,FY2023Q1
2048.HK,20260429,1275056000.0,FY2025H2
2048.HK,20250925,1463322000.0,FY2025H1
2048.HK,20250425,1782632000.0,FY2024H2
2048.HK,20240926,3083554000.0,FY2024H1
2048.HK,20240426,3443570000.0,FY2023H2
2048.HK,20230927,3973294000.0,FY2023H1
2050.HK,20260424,36918942000.0,FY2025Q4
2050.HK,20250925,35059400000.0,FY2025Q2
2050.HK,20250613,34057396000.0,FY2025Q1
2051.HK,20260429,486724000.0,FY2025H2
2051.HK,20250925,503906000.0,FY2025H1
2051.HK,20250429,494970000.0,FY2024H2
2051.HK,20240926,507270000.0,FY2024H1
2051.HK,20240429,532479000.00000006,FY2023H2
2051.HK,20230927,498274000.0,FY2023H1
2057.HK,20260417,75815407000.0,FY2025Q4
2057.HK,20251119,75459943000.0,FY2025Q3
2057.HK,20250819,75747044000.0,FY2025Q2
2057.HK,20250520,74998247000.0,FY2025Q1
2057.HK,20250417,73350227000.0,FY2024Q4
2057.HK,20241119,76004068000.0,FY2024Q3
2057.HK,20240821,74805237000.0,FY2024Q2
2057.HK,20240515,71461721000.0,FY2024Q1
2057.HK,20240419,70340753000.0,FY2023Q4
2057.HK,20231117,72929709000.0,FY2023Q3
2057.HK,20230829,69115451000.0,FY2023Q2
2057.HK,20230517,65411013000.0,FY2023Q1
2066.HK,20250905,-668711000.0,FY2025H1
2066.HK,20250411,,FY2024H2
2066.HK,20240830,-713464000.0,FY2024H1
2066.HK,20240412,-1108497000.0,FY2023H2
2066.HK,20230831,-787970000.0,FY2023H1
2068.HK,20260327,35953710000.0,FY2025H2
2068.HK,20251028,35877250000.0,FY2025Q3
2068.HK,20250828,36384195000.0,FY2025H1
2068.HK,20250422,35874783000.0,FY2025Q1
2068.HK,20250328,36414192000.0,FY2024H2
2068.HK,20241029,35824987000.0,FY2024Q3
2068.HK,20240826,36613317000.0,FY2024H1
2068.HK,20240418,35027919000.0,FY2024Q1
2068.HK,20240328,35763450000.0,FY2023H2
2068.HK,20231027,36235426680.0,FY2023Q3
2068.HK,20230822,36695285775.6899,FY2023H1
2068.HK,20230427,37283953756.17,FY2023Q1
2076.HK,20260429,20456569000.0,FY2025Q4
2076.HK,20251118,19451931000.0,FY2025Q3
2076.HK,20250820,18017921000.0,FY2025Q2
2076.HK,20250522,17590921000.0,FY2025Q1
2076.HK,20250410,16751054000.0,FY2024Q4
2076.HK,20241211,15990732000.0,FY2024Q3
2076.HK,20240828,15685931000.0,FY2024Q2
2076.HK,20240521,15963383000.0,FY2024Q1
2076.HK,20240429,15461399000.0,FY2023Q4
2076.HK,20231114,14873303000.0,FY2023Q3
2076.HK,20230829,13636342000.0,FY2023Q2
2076.HK,20230524,8744614000.0,FY2023Q1
2078.HK,20260416,889011000.0,FY2025H2
2078.HK,20250910,977389000.0,FY2025H1
2078.HK,20250416,1123033000.0,FY2024H2
2078.HK,20240913,1033709000.0000001,FY2024H1
2078.HK,20240418,1205280000.0,FY2023H2
2078.HK,20230915,1199906000.0,FY2023H1
2080.HK,20250730,367389000.0,FY2025H2
2080.HK,20241230,450801000.0,FY2025H1
2080.HK,20240730,177931000.0,FY2024H2
2080.HK,20231228,187295000.0,FY2024H1
2080.HK,20230725,195636000.0,FY2023H2
2080.HK,20221229,191073000.0,FY2023H1
2086.HK,20260417,58601000.0,FY2025H2
2086.HK,20250922,65616000.0,FY2025H1
2086.HK,20250429,68220000.0,FY2024H2
2086.HK,20240902,56292000.0,FY2024H1
2086.HK,20240418,57390000.0,FY2023H2
2086.HK,20230915,62683000.0,FY2023H1
2088.HK,20240930,310649000.0,FY2024H1
2088.HK,20240429,309246000.0,FY2023H2
2088.HK,20230825,398951000.0,FY2023H1
2096.HK,20260428,11071071000.0,FY2025H2
2096.HK,20250929,9691878000.0,FY2025H1
2096.HK,20250428,9324279000.0,FY2024H2
2096.HK,20240927,8715604000.0,FY2024H1
2096.HK,20240424,8603705000.0,FY2023H2
2096.HK,20230922,10100864000.0,FY2023H1
2097.HK,20260423,23272675000.0,FY2025H2
2097.HK,20250923,18887432000.0,FY2025H1
2097.HK,20250423,15448199000.0,FY2024Q4
2097.HK,20250221,12639937000.0,FY2024Q3
2098.HK,20260423,60162129000.0,FY2025H2
2098.HK,20250919,67945289999.99999,FY2025H1
2098.HK,20250425,67656742000.0,FY2024H2
2098.HK,20240923,61592356000.0,FY2024H1
2098.HK,20240425,61713762000.0,FY2023H2
2098.HK,20230921,58336263000.0,FY2023H1
2099.HK,20260330,2957133000.0,FY2025Q4
2099.HK,20251113,2919587000.0,FY2025Q3
2099.HK,20250814,2799884000.0,FY2025Q2
2099.HK,20250515,2794138000.0,FY2025Q1
2099.HK,20250327,2752200000.0,FY2024Q4
2099.HK,20241114,2796291000.0,FY2024Q3
2099.HK,20240814,2740455000.0,FY2024Q2
2099.HK,20240515,2758435000.0,FY2024Q1
2099.HK,20240328,2737479000.0,FY2023Q4
2099.HK,20231114,2737813000.0,FY2023Q3
2099.HK,20230814,2726201000.0,FY2023Q2
2099.HK,20230515,2746986000.0,FY2023Q1
2100.HK,20260429,1268201000.0,FY2025H2
2100.HK,20250925,1319048000.0,FY2025H1
2100.HK,20250429,1379376000.0,FY2024H2
2100.HK,20240926,1065367000.0,FY2024H1
2100.HK,20240429,954057000.0,FY2023H2
2100.HK,20230928,758224000.0,FY2023H1
2101.HK,20260429,1272115000.0,FY2025H2
2101.HK,20250910,1493348000.0,FY2025H1
2101.HK,20250428,1452909000.0,FY2024H2
2101.HK,20240905,1569135000.0,FY2024H1
2101.HK,20240424,1614612000.0,FY2023H2
2101.HK,20230905,1518747000.0,FY2023H1
2102.HK,20251031,372349000.0,FY2025H2
2102.HK,20250328,387161000.0,FY2025H1
2102.HK,20241031,417936000.0,FY2024H2
2102.HK,20240405,464404000.0,FY2024H1
2102.HK,20231102,452180000.0,FY2023H2
2102.HK,20230406,446008000.0,FY2023H1
2105.HK,20260413,1288576000.0,FY2025H2
2105.HK,20250821,222152000.0,FY2025H1
2105.HK,20250423,312140000.0,FY2024H2
2105.HK,20240826,399575000.0,FY2024H1
2105.HK,20240426,484994000.0,FY2023H2
2105.HK,20230919,221369000.0,FY2023H1
2107.HK,20260424,1049092000.0000001,FY2025H2
2107.HK,20250919,1106345000.0,FY2025H1
2107.HK,20250430,1065583000.0000001,FY2024H2
2107.HK,20240920,1205855000.0,FY2024H1
2107.HK,20240425,782271000.0,FY2023H2
2107.HK,20230921,870178000.0,FY2023H1
2108.HK,20260428,200591000.0,FY2025H2
2108.HK,20250929,194488000.0,FY2025H1
2108.HK,20250429,196887000.0,FY2024H2
2108.HK,20240927,194406000.0,FY2024H1
2108.HK,20240429,190743000.0,FY2023H2
2108.HK,20230925,184374000.0,FY2023H1
2110.HK,20250923,66726000.0,FY2025H2
2110.HK,20250124,72350000.0,FY2025H1
2110.HK,20240924,91643000.0,FY2024H2
2110.HK,20240202,98775000.0,FY2024H1
2110.HK,20230925,112000000.0,FY2023H2
2110.HK,20230207,155535000.0,FY2023H1
2111.HK,20260428,5625590000.0,FY2025H2
2111.HK,20250926,5271098000.0,FY2025H1
2111.HK,20250428,5532491000.0,FY2024H2
2111.HK,20240926,5065477000.0,FY2024H1
2111.HK,20240424,5055558000.0,FY2023H2
2111.HK,20230922,4836135000.0,FY2023H1
2112.HK,20260331,68379000.0,FY2025H2
2112.HK,20250829,74509000.0,FY2025H1
2112.HK,20250331,73354000.0,FY2024H2
2112.HK,20240830,101431000.0,FY2024H1
2112.HK,20240328,102774000.0,FY2023H2
2112.HK,20230831,123576000.0,FY2023H1
2113.HK,20250710,34281000.0,FY2025H2
2113.HK,20241206,35751000.0,FY2025H1
2113.HK,20240711,39762000.0,FY2024H2
2113.HK,20231213,52800000.0,FY2024H1
2113.HK,20230714,61176000.0,FY2023H2
2113.HK,20221215,82978000.0,FY2023H1
2115.HK,20240919,405787000.0,FY2024H1
2115.HK,20240425,364000000.0,FY2023H2
2115.HK,20230919,318811000.0,FY2023H1
2116.HK,20260423,153284000.0,FY2025H2
2116.HK,20250917,156193000.0,FY2025H1
2116.HK,20250416,181372000.0,FY2024H2
2116.HK,20240919,146940000.0,FY2024H1
2116.HK,20240422,164192000.0,FY2023H2
2116.HK,20230918,183948000.0,FY2023H1
2119.HK,20260327,560960000.0,FY2025H2
2119.HK,20250904,559117000.0,FY2025H1
2119.HK,20250328,509725000.0,FY2024H2
2119.HK,20240905,480453000.0,FY2024H1
2119.HK,20240418,481365000.0,FY2023H2
2119.HK,20230914,472509000.0,FY2023H1
2120.HK,20260427,2605072572.49,FY2025H2
2120.HK,20250901,2578956046.98,FY2025H1
2120.HK,20250425,2615045716.27,FY2024H2
2120.HK,20240925,2501140249.73,FY2024H1
2120.HK,20240426,2494915796.21,FY2023H2
2120.HK,20230907,2347189111.0699997,FY2023H1
2121.HK,20260416,1296197000.0,FY2025H2
2121.HK,20250919,1438055000.0,FY2025H1
2121.HK,20250423,1243040000.0,FY2024H2
2121.HK,20240923,1416313000.0,FY2024H1
2121.HK,20240417,1617157000.0,FY2023H2
2121.HK,20230922,1819120000.0,FY2023H1
2122.HK,20260427,355601000.0,FY2025H2
2122.HK,20250925,344043000.0,FY2025H1
2122.HK,20250425,437581000.0,FY2024H2
2122.HK,20240926,511135000.0,FY2024H1
2122.HK,20240425,558816000.0,FY2023H2
2122.HK,20230927,696514000.0,FY2023H1
2125.HK,20260413,2528789000.0,FY2025H2
2125.HK,20250908,2341267000.0,FY2025H1
2125.HK,20250428,2476497000.0,FY2024H2
2125.HK,20240925,2428105000.0,FY2024H1
2125.HK,20240425,2320898000.0,FY2023H2
2125.HK,20230925,2244619000.0,FY2023H1
2126.HK,20260428,482177000.0,FY2025H2
2126.HK,20250925,771026000.0,FY2025H1
2126.HK,20250428,921492000.0,FY2024H2
2126.HK,20240926,1106131000.0,FY2024H1
2126.HK,20240426,1127622000.0,FY2023H2
2126.HK,20230927,1367878000.0,FY2023H1
2127.HK,20250331,4784627000.0,FY2024H2
2127.HK,20240927,5780213000.0,FY2024H1
2127.HK,20240430,6064819000.0,FY2023H2
2127.HK,20230928,5029061000.0,FY2023H1
2128.HK,20260429,51845594000.0,FY2025H2
2128.HK,20250929,52902881000.0,FY2025H1
2128.HK,20250428,52572626000.0,FY2024H2
2128.HK,20240924,53998169000.0,FY2024H1
2128.HK,20240429,54281578000.0,FY2023H2
2128.HK,20230928,55865784000.0,FY2023H1
2129.HK,20260429,,FY2025H2
2129.HK,20250926,,FY2025H1
2129.HK,20250429,62509688.0,FY2024H2
2129.HK,20240919,40543834.0,FY2024H1
2129.HK,20240429,48669411.0,FY2023H2
2129.HK,20230926,41293874.0,FY2023H1
2130.HK,20260424,1255297000.0,FY2025H2
2130.HK,20250922,1250087000.0,FY2025H1
2130.HK,20250424,1114637000.0,FY2024H2
2130.HK,20240927,1092611000.0,FY2024H1
2130.HK,20240425,924578000.0,FY2023H2
2130.HK,20230922,930862000.0,FY2023H1
2131.HK,20260724,2116777999.9999998,FY2025H1
2131.HK,20260710,1965847000.0,FY2024H2
2131.HK,20240923,2437299000.0,FY2024H1
2131.HK,20240425,2274298000.0,FY2023H2
2131.HK,20230925,2241145000.0,FY2023H1
2132.HK,20250730,455478000.0,FY2025H2
2132.HK,20241219,469176000.0,FY2025H1
2132.HK,20240730,516236000.0,FY2024H2
